"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29"
"4210812.00",4481.00,2.10,4390.00,2191.00,3565.70,1.26,2045.00,315.00,1730.00,5.00,2045.00,815.00,1225.00,0.00,2045.00,3225.00,975.00,125.00,685.00,2205.00,635.00,380.00,60.20,1.80,3250.00,3250.00,3215.00,34328.00,52.70
"4210820.01",4150.00,-2.60,4259.00,2102.00,1650.70,2.51,2025.00,285.00,1740.00,6.00,2025.00,1335.00,690.00,0.00,2025.00,3600.00,790.00,125.00,715.00,2255.00,705.00,630.00,54.30,2.00,3680.00,3675.00,3620.00,38280.00,47.60
"4210820.03",5411.00,0.00,5409.00,2444.00,2759.40,1.96,2410.00,705.00,1700.00,5.90,2410.00,1685.00,725.00,0.00,2410.00,4545.00,1005.00,260.00,955.00,2990.00,930.00,620.00,68.00,2.20,4540.00,4540.00,4450.00,41141.00,41.80
"4210820.04",4434.00,9.10,4064.00,1866.00,326.50,13.58,1825.00,260.00,1560.00,6.30,1820.00,1405.00,410.00,0.00,1820.00,3505.00,795.00,135.00,825.00,2400.00,695.00,415.00,75.00,2.40,3425.00,3420.00,3335.00,46016.00,37.10
"4210825.00",7857.00,-0.20,7871.00,3179.00,87.10,90.21,3120.00,135.00,2990.00,6.50,3120.00,2420.00,700.00,0.00,3125.00,6385.00,760.00,185.00,1365.00,3980.00,1310.00,1090.00,72.00,2.50,6385.00,6385.00,6205.00,40401.00,38.70
"4210830.01",4891.00,-1.50,4967.00,2196.00,725.80,6.74,2120.00,150.00,1965.00,6.00,2120.00,1420.00,700.00,0.00,2120.00,3835.00,620.00,140.00,795.00,2230.00,830.00,775.00,60.80,2.10,3840.00,3840.00,3760.00,34912.00,47.10
"4210830.02",6964.00,2.80,6777.00,3661.00,1263.50,5.51,3555.00,970.00,2585.00,5.40,3560.00,1830.00,1730.00,0.00,3560.00,6010.00,1645.00,305.00,1250.00,4070.00,1155.00,785.00,61.50,1.90,6010.00,6005.00,5915.00,40629.00,44.80
"4210835.03",7334.00,13.70,6448.00,2826.00,134.50,54.51,2780.00,150.00,2625.00,7.00,2775.00,2375.00,400.00,0.00,2775.00,5660.00,1425.00,235.00,1355.00,4080.00,955.00,620.00,72.40,2.60,5660.00,5660.00,5540.00,46963.00,37.00
"4210835.04",4245.00,-3.10,4383.00,1601.00,172.00,24.68,1570.00,50.00,1520.00,6.80,1570.00,1325.00,245.00,0.00,1570.00,3450.00,630.00,100.00,890.00,2335.00,660.00,450.00,75.70,2.70,3370.00,3370.00,3275.00,43962.00,37.60
"4210835.05",4127.00,-6.70,4421.00,1567.00,1024.30,4.03,1540.00,35.00,1510.00,7.10,1545.00,1355.00,190.00,0.00,1545.00,3500.00,760.00,165.00,925.00,2430.00,700.00,370.00,71.70,2.60,3475.00,3475.00,3390.00,42985.00,40.50
